vessel_name,vessel_mmsi,vessel_flag,date,activity,lat,lon,duration_hours,start_time,end_time,detail,id,metric
Daya Ceria,533132679,MYS,2026-03-28,loitering,7.4006,103.4329,19.02,2026-03-28T20:57:47.000Z,2026-03-29T15:58:48.000Z,Loitering (average speed: 0.7 kt),9965aab3bc58838d5c1035e7a5ffe995,0.7200859413306463
Daya Ceria,533132679,MYS,2026-03-28,loitering,7.4006,103.4329,19.02,2026-03-28T20:57:47.000Z,2026-03-29T15:58:48.000Z,speed:0.7kt,,
Keyfield Harmony,533180719,MYS,2026-03-29,loitering,5.1436,111.7979,24.03,2026-03-29T16:57:55.000Z,2026-03-30T16:59:55.000Z,Loitering (average speed: 0.9 kt),e70a7b934361d652da83701084fa4150,0.8558048980723137
Daya Ceria,533132679,MYS,2026-03-29,loitering,7.395,103.4506,3.88,2026-03-29T16:59:29.000Z,2026-03-29T20:52:22.000Z,Loitering (average speed: 0.0 kt),6caf663481e715b14cc8ad3a978dc145,0.03949583492405736
Daya Ceria,533132679,MYS,2026-03-29,loitering,7.395,103.4506,3.88,2026-03-29T16:59:29.000Z,2026-03-29T20:52:22.000Z,speed:0.0kt,,
Keyfield Commander,533003510,MYS,2026-03-30,loitering,8.1667,102.3292,4.45,2026-03-30T03:36:15.000Z,2026-03-30T08:03:12.000Z,speed:0.4kt,,
Keyfield Commander,533003510,MYS,2026-03-30,loitering,8.1667,102.3292,4.45,2026-03-30T03:36:15.000Z,2026-03-30T08:03:12.000Z,Loitering (average speed: 0.4 kt),5cb197c06b16b31703b0c2a2cd39a10c,0.36059417224429463
Keyfield Commander,533003510,MYS,2026-03-30,loitering,7.9631,102.342,17.59,2026-03-30T12:16:27.000Z,2026-03-31T05:52:02.000Z,speed:0.1kt,,
Keyfield Commander,533003510,MYS,2026-03-30,loitering,7.9631,102.342,17.59,2026-03-30T12:16:27.000Z,2026-03-31T05:52:02.000Z,Loitering (average speed: 0.1 kt),b462549b5c9a151652a86119e0ff453e,0.10312884313685572
Keyfield Amanah,533048700,MYS,2026-03-30,port_visit,5.2308,115.2683,60.8,2026-03-30T13:25:02.000Z,2026-04-02T02:13:02.000Z,Port Visit: Unknown Port (N/A),db03c5c217e02e3616b2407ac7ad24bd,Unknown Port
Keyfield Harmony,533180719,MYS,2026-03-30,loitering,5.1527,111.805,2.59,2026-03-30T17:59:17.000Z,2026-03-30T20:34:26.000Z,Loitering (average speed: 1.2 kt),5c70218d8404d1d0d35fcbc9e3b26d6c,1.2082501927368239
Keyfield Harmony,533180719,MYS,2026-03-30,loitering,5.1331,111.8128,15.37,2026-03-30T21:34:32.000Z,2026-03-31T12:56:43.000Z,Loitering (average speed: 0.3 kt),83878c7b92f0e525446d2d636e2869ee,0.2554230660300373
Daya Ceria,533132679,MYS,2026-03-30,port_visit,7.2668,100.6335,13.96,2026-03-30T21:50:01.000Z,2026-03-31T11:47:43.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-03-30,port_visit,7.2668,100.6335,13.96,2026-03-30T21:50:01.000Z,2026-03-31T11:47:43.000Z,Port Visit: Unknown Port (N/A),2c9e5d5a66ec9844e39f741002c83211,Unknown Port
Keyfield Commander,533003510,MYS,2026-03-31,loitering,7.7925,102.4817,24.5,2026-03-31T08:06:16.000Z,2026-04-01T08:36:21.000Z,speed:0.2kt,,
Keyfield Commander,533003510,MYS,2026-03-31,loitering,7.7925,102.4817,24.5,2026-03-31T08:06:16.000Z,2026-04-01T08:36:21.000Z,Loitering (average speed: 0.2 kt),9445443326dd0bbc1e3f4f7435411238,0.17423144089405385
Keyfield Harmony,533180719,MYS,2026-03-31,loitering,5.1174,111.8117,3.05,2026-03-31T13:56:29.000Z,2026-03-31T16:59:44.000Z,Loitering (average speed: 1.2 kt),3b1bbda977da65e4d3cc4317ba60d4f2,1.2204025198630755
Keyfield Kindness,533132143,MYS,2026-03-31,port_visit,25.8595,51.6863,284.39,2026-03-31T15:14:42.000Z,2026-04-12T11:38:21.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-03-31,port_visit,25.8595,51.6863,284.39,2026-03-31T15:14:42.000Z,2026-04-12T11:38:21.000Z,Port Visit: Unknown Port (N/A),9c1b05b592135321a812d2d528476056,Unknown Port
Keyfield Harmony,533180719,MYS,2026-03-31,loitering,5.1338,111.8288,1.89,2026-03-31T18:58:56.000Z,2026-03-31T20:52:15.000Z,Loitering (average speed: 0.8 kt),d7284b01531f4252aea2e02e6496a3c3,0.8207897335989789
Keyfield Harmony,533180719,MYS,2026-03-31,loitering,5.1316,111.8089,17.38,2026-03-31T21:28:56.000Z,2026-04-01T14:51:55.000Z,Loitering (average speed: 0.4 kt),fd9676fdd93c3b6e84f4b81b60261237,0.4375283160862522
Daya Ceria,533132679,MYS,2026-04-01,loitering,7.3974,103.4507,16.11,2026-04-01T09:55:35.000Z,2026-04-02T02:02:24.000Z,speed:0.2kt,,
Daya Ceria,533132679,MYS,2026-04-01,loitering,7.3974,103.4507,16.11,2026-04-01T09:55:35.000Z,2026-04-02T02:02:24.000Z,Loitering (average speed: 0.2 kt),9b3671e92a17d7fffe3e3e257f4db12e,0.2159302188844108
Keyfield Commander,533003510,MYS,2026-04-01,loitering,7.5083,102.5417,13.45,2026-04-01T12:00:18.000Z,2026-04-02T01:27:19.000Z,speed:0.2kt,,
Keyfield Commander,533003510,MYS,2026-04-01,loitering,7.5083,102.5417,13.45,2026-04-01T12:00:18.000Z,2026-04-02T01:27:19.000Z,Loitering (average speed: 0.2 kt),4baf05c900192ca850dbeb9b04a4ab70,0.2450895570648112
Keyfield Helms 1,533132471,MYS,2026-04-01,port_visit,3.243,112.9987,18.95,2026-04-01T14:53:41.000Z,2026-04-02T09:50:56.000Z,Port Visit: Unknown Port (N/A),7c20346ad0d13fe2091f57fbb2fc6fa8,Unknown Port
Keyfield Helms 1,533132471,MYS,2026-04-01,port_visit,3.243,112.9987,18.95,2026-04-01T14:53:41.000Z,2026-04-02T09:50:56.000Z,Unknown Port,,
Keyfield Harmony,533180719,MYS,2026-04-01,loitering,5.1229,111.8169,1.31,2026-04-01T15:34:05.000Z,2026-04-01T16:52:52.000Z,Loitering (average speed: 1.6 kt),75bee1b25d6d9bc88cc7ad132097db4b,1.6168939364571764
Keyfield Harmony,533180719,MYS,2026-04-01,loitering,5.132,111.8219,24.02,2026-04-01T17:51:23.000Z,2026-04-02T17:52:22.000Z,Loitering (average speed: 0.5 kt),273f77e566c11c635103095142332d36,0.5306320927326982
Daya Ceria,533132679,MYS,2026-04-02,loitering,7.3967,103.4075,4.2,2026-04-02T04:37:23.000Z,2026-04-02T08:49:28.000Z,Loitering (average speed: 0.9 kt),96f32b89c13539d57b2b6b12fa55d86c,0.9086230050959404
Daya Ceria,533132679,MYS,2026-04-02,loitering,7.3967,103.4075,4.2,2026-04-02T04:37:23.000Z,2026-04-02T08:49:28.000Z,speed:0.9kt,,
Keyfield Commander,533003510,MYS,2026-04-02,loitering,7.7967,102.9108,31.1,2026-04-02T06:30:20.000Z,2026-04-03T13:36:29.000Z,Loitering (average speed: 0.3 kt),1b400691dc20fa916f0968b6d33b65ef,0.319246872218347
Keyfield Commander,533003510,MYS,2026-04-02,loitering,7.7967,102.9108,31.1,2026-04-02T06:30:20.000Z,2026-04-03T13:36:29.000Z,speed:0.3kt,,
Daya Ceria,533132679,MYS,2026-04-02,loitering,7.3985,103.4247,3.16,2026-04-02T09:44:21.000Z,2026-04-02T12:53:58.000Z,Loitering (average speed: 1.0 kt),7a525aede26d08575d37c434ddaaaa9f,0.9749444684628008
Daya Ceria,533132679,MYS,2026-04-02,loitering,7.3985,103.4247,3.16,2026-04-02T09:44:21.000Z,2026-04-02T12:53:58.000Z,speed:1.0kt,,
Keyfield Amanah,533048700,MYS,2026-04-02,port_visit,5.2308,115.2683,11.55,2026-04-02T13:34:16.000Z,2026-04-03T01:07:08.000Z,Port Visit: Unknown Port (N/A),13ef3adcd69787149e848793b4f7463f,Unknown Port
Daya Ceria,533132679,MYS,2026-04-02,loitering,7.4105,103.4228,7.4,2026-04-02T14:34:54.000Z,2026-04-02T21:59:07.000Z,speed:0.5kt,,
Daya Ceria,533132679,MYS,2026-04-02,loitering,7.4105,103.4228,7.4,2026-04-02T14:34:54.000Z,2026-04-02T21:59:07.000Z,Loitering (average speed: 0.5 kt),3b9537f434979ad77ddbef6d7717b9e2,0.5093013007293054
Keyfield Harmony,533180719,MYS,2026-04-02,loitering,5.1241,111.8017,22.63,2026-04-02T18:21:52.000Z,2026-04-03T16:59:23.000Z,Loitering (average speed: 0.4 kt),eb4c7a3f293601eedf44b67b9c5ab398,0.427801403277929
Daya Ceria,533132679,MYS,2026-04-02,loitering,7.3961,103.4476,24.89,2026-04-02T22:58:26.000Z,2026-04-03T23:52:00.000Z,speed:0.6kt,,
Daya Ceria,533132679,MYS,2026-04-02,loitering,7.3961,103.4476,24.89,2026-04-02T22:58:26.000Z,2026-04-03T23:52:00.000Z,Loitering (average speed: 0.6 kt),3c8cf7c8dbd8e0578d134f56acbc145d,0.564344295448149
Keyfield Amanah,533048700,MYS,2026-04-03,port_visit,5.2315,115.2629,21.74,2026-04-03T12:06:42.000Z,2026-04-04T09:51:03.000Z,Port Visit: Unknown Port (N/A),f7d63cea798a0e3335817bdc2b62ba8f,Unknown Port
Keyfield Commander,533003510,MYS,2026-04-03,loitering,7.8595,102.7581,19.58,2026-04-03T15:49:24.000Z,2026-04-04T11:24:25.000Z,Loitering (average speed: 0.5 kt),7985403046da85988c9eb8b2f9fc330a,0.5297699832083134
Keyfield Commander,533003510,MYS,2026-04-03,loitering,7.8595,102.7581,19.58,2026-04-03T15:49:24.000Z,2026-04-04T11:24:25.000Z,speed:0.5kt,,
Keyfield Harmony,533180719,MYS,2026-04-03,loitering,5.165,111.8535,1.91,2026-04-03T18:58:03.000Z,2026-04-03T20:52:24.000Z,Loitering (average speed: 0.5 kt),b477045e5067cfbd908004fd0b10c403,0.47430988108456973
Keyfield Harmony,533180719,MYS,2026-04-03,loitering,5.1266,111.8098,21.32,2026-04-03T21:37:00.000Z,2026-04-04T18:56:02.000Z,Loitering (average speed: 0.3 kt),64501b8fd483d517c250327492772714,0.26555813445342313
Daya Ceria,533132679,MYS,2026-04-04,loitering,7.3838,103.4762,14.95,2026-04-04T06:56:46.000Z,2026-04-04T21:54:02.000Z,Loitering (average speed: 0.4 kt),272ba00f4e2ddb3f276d7dca1ff47753,0.40717236528091233
Daya Ceria,533132679,MYS,2026-04-04,loitering,7.3838,103.4762,14.95,2026-04-04T06:56:46.000Z,2026-04-04T21:54:02.000Z,speed:0.4kt,,
Keyfield Amanah,533048700,MYS,2026-04-04,port_visit,5.2315,115.2629,183.34,2026-04-04T10:05:11.000Z,2026-04-12T01:25:21.000Z,Port Visit: Unknown Port (N/A),1c4f7a9d99fb1018aa0c24df83804c26,Unknown Port
Keyfield Harmony,533180719,MYS,2026-04-04,loitering,5.1397,111.8322,16.74,2026-04-04T19:57:50.000Z,2026-04-05T12:42:24.000Z,Loitering (average speed: 0.2 kt),50bec09388136342a87e5e5c63011c1d,0.166281715950874
Daya Ceria,533132679,MYS,2026-04-04,loitering,7.3992,103.447,1.04,2026-04-04T22:56:32.000Z,2026-04-04T23:58:48.000Z,Loitering (average speed: 1.9 kt),488a3f93f2fb81ff3227d4878877accb,1.8900882014031204
Daya Ceria,533132679,MYS,2026-04-04,loitering,7.3992,103.447,1.04,2026-04-04T22:56:32.000Z,2026-04-04T23:58:48.000Z,speed:1.9kt,,
Keyfield Commander,533003510,MYS,2026-04-05,port_visit,7.2668,100.6335,194.4,2026-04-05T09:57:27.000Z,2026-04-13T12:21:36.000Z,Port Visit: Unknown Port (N/A),4de5fa420a9e3f37687b03b21308564e,Unknown Port
Keyfield Commander,533003510,MYS,2026-04-05,port_visit,7.2668,100.6335,194.4,2026-04-05T09:57:27.000Z,2026-04-13T12:21:36.000Z,Unknown Port,,
Keyfield Harmony,533180719,MYS,2026-04-05,loitering,5.2043,111.8403,1.03,2026-04-05T13:57:33.000Z,2026-04-05T14:59:04.000Z,Loitering (average speed: 1.6 kt),fb43074f0dfdb431720fbc6ca9b484c3,1.6262849414756642
Keyfield Harmony,533180719,MYS,2026-04-05,loitering,5.1381,111.8024,27.54,2026-04-05T15:57:45.000Z,2026-04-06T19:30:26.000Z,Loitering (average speed: 0.4 kt),18863210192eac4bb4fafae0cc657885,0.3882986684362672
Daya Ceria,533132679,MYS,2026-04-05,port_visit,7.2833,100.6168,8.27,2026-04-05T22:50:08.000Z,2026-04-06T07:06:13.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-04-05,port_visit,7.2833,100.6168,8.27,2026-04-05T22:50:08.000Z,2026-04-06T07:06:13.000Z,Port Visit: Unknown Port (N/A),ab5ba15cb4facdfb5291ca73e3355efc,Unknown Port
Keyfield Helms 1,533132471,MYS,2026-04-05,port_visit,1.3774,104.3585,46.53,2026-04-05T23:24:21.000Z,2026-04-07T21:56:19.000Z,Unknown Port,,
Keyfield Helms 1,533132471,MYS,2026-04-05,port_visit,1.3774,104.3585,46.53,2026-04-05T23:24:21.000Z,2026-04-07T21:56:19.000Z,Port Visit: Unknown Port (N/A),35d6b5bfc262964a67dfa64d441d506d,Unknown Port
Keyfield Harmony,533180719,MYS,2026-04-06,loitering,5.1272,111.8024,23.02,2026-04-06T20:53:11.000Z,2026-04-07T19:54:27.000Z,Loitering (average speed: 0.3 kt),9cd4198729b16fdec8c01b75e3aa1f31,0.2599330753189857
Daya Ceria,533132679,MYS,2026-04-07,port_visit,5.8947,102.4857,26.84,2026-04-07T01:25:59.000Z,2026-04-08T04:16:28.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-04-07,port_visit,5.8947,102.4857,26.84,2026-04-07T01:25:59.000Z,2026-04-08T04:16:28.000Z,Port Visit: Unknown Port (N/A),e7376ae03f56eb222b0a097b9dcfca03,Unknown Port
Keyfield Harmony,533180719,MYS,2026-04-07,loitering,5.1339,111.8019,18.96,2026-04-07T20:50:18.000Z,2026-04-08T15:47:50.000Z,Loitering (average speed: 0.2 kt),caa69cee9a9e91432e6e50c6cb0d318a,0.24179283753162079
Keyfield Harmony,533180719,MYS,2026-04-08,loitering,5.1239,111.7891,27.58,2026-04-08T16:00:33.000Z,2026-04-09T19:35:04.000Z,Loitering (average speed: 0.6 kt),8233fed50216ee46124acfb28d052283,0.5673856859321051
Keyfield Grace,533132128,MYS,2026-04-08,port_visit,1.3774,104.3585,1143.84,2026-04-08T17:26:37.000Z,2026-05-26T09:17:07.000Z,Unknown Port,,
Keyfield Grace,533132128,MYS,2026-04-08,port_visit,1.3774,104.3585,1258.91,2026-04-08T17:26:37.000Z,2026-05-31T04:21:20.000Z,Port Visit: Unknown Port (N/A),8924865a6fe2a7a0c862eb50a8e903cb,Unknown Port
Keyfield Helms 1,533132471,MYS,2026-04-09,port_visit,4.199,103.5179,67.14,2026-04-09T01:01:56.000Z,2026-04-11T20:10:06.000Z,Unknown Port,,
Keyfield Helms 1,533132471,MYS,2026-04-09,port_visit,4.199,103.5179,67.14,2026-04-09T01:01:56.000Z,2026-04-11T20:10:06.000Z,Port Visit: Unknown Port (N/A),456929fdeb63048539b58ce5bf8b5264,Unknown Port
Daya Ceria,533132679,MYS,2026-04-09,loitering,7.4043,103.4306,16.85,2026-04-09T01:58:30.000Z,2026-04-09T18:49:40.000Z,speed:0.5kt,,
Daya Ceria,533132679,MYS,2026-04-09,loitering,7.4043,103.4306,16.85,2026-04-09T01:58:30.000Z,2026-04-09T18:49:40.000Z,Loitering (average speed: 0.5 kt),3cf2c97df5be7501847e6acc9d03a8b5,0.5162761735631836
Daya Ceria,533132679,MYS,2026-04-09,loitering,7.4194,103.4406,20.77,2026-04-09T19:58:41.000Z,2026-04-10T16:45:02.000Z,Loitering (average speed: 0.6 kt),6f6b5aca2776659a8513fd21f82d1945,0.6267553350482848
Daya Ceria,533132679,MYS,2026-04-09,loitering,7.4194,103.4406,20.77,2026-04-09T19:58:41.000Z,2026-04-10T16:45:02.000Z,speed:0.6kt,,
Keyfield Harmony,533180719,MYS,2026-04-09,loitering,5.1292,111.8058,20.25,2026-04-09T20:42:29.000Z,2026-04-10T16:57:29.000Z,Loitering (average speed: 0.3 kt),4949c1c08b37b5bd4052eef7a7893c72,0.30420642906693274
Keyfield Blessing,352005574,PAN,2026-04-10,port_visit,19.6832,57.7259,100.24,2026-04-10T09:41:14.000Z,2026-04-14T13:55:33.000Z,Port Visit: Unknown Port (N/A),8f43e6a1978bea2422c821d5bfb43d36,Unknown Port
Keyfield Blessing,352005574,PAN,2026-04-10,port_visit,19.6832,57.7259,100.24,2026-04-10T09:41:14.000Z,2026-04-14T13:55:33.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-04-10,loitering,7.4285,103.4706,4.5,2026-04-10T17:50:21.000Z,2026-04-10T22:20:16.000Z,speed:0.8kt,,
Daya Ceria,533132679,MYS,2026-04-10,loitering,7.4285,103.4706,4.5,2026-04-10T17:50:21.000Z,2026-04-10T22:20:16.000Z,Loitering (average speed: 0.8 kt),182c11ff683f5052a0a0c5ad78439ffb,0.8427404741504673
Keyfield Harmony,533180719,MYS,2026-04-10,loitering,5.1304,111.8178,49.88,2026-04-10T17:57:31.000Z,2026-04-12T19:50:22.000Z,Loitering (average speed: 0.3 kt),fc8f71cca0ecddc8f206bb063f575b90,0.3003925044033125
Daya Ceria,533132679,MYS,2026-04-10,loitering,7.3925,103.4292,1.75,2026-04-10T23:31:41.000Z,2026-04-11T01:16:40.000Z,speed:1.5kt,,
Daya Ceria,533132679,MYS,2026-04-10,loitering,7.3925,103.4292,1.75,2026-04-10T23:31:41.000Z,2026-04-11T01:16:40.000Z,Loitering (average speed: 1.5 kt),6c193dfd6cbf17557206f8e93c3ae88d,1.4502235047773238
Daya Ceria,533132679,MYS,2026-04-12,port_visit,7.2668,100.6335,58.43,2026-04-12T00:36:41.000Z,2026-04-14T11:02:15.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-04-12,port_visit,7.2668,100.6335,58.43,2026-04-12T00:36:41.000Z,2026-04-14T11:02:15.000Z,Port Visit: Unknown Port (N/A),d168c02a3eca1bc1d860e6f610b71c86,Unknown Port
Daya Indah Satu,572878220,TUV,2026-04-12,port_visit,24.3831,53.3839,286.58,2026-04-12T05:30:32.000Z,2026-04-24T04:05:18.000Z,Port Visit: Unknown Port (N/A),f60dd83bb7640d1462bbe5f1c9efce2d,Unknown Port
Daya Indah Satu,572878220,TUV,2026-04-12,port_visit,24.3831,53.3839,286.58,2026-04-12T05:30:32.000Z,2026-04-24T04:05:18.000Z,Unknown Port,,
Keyfield Helms 1,533132471,MYS,2026-04-12,loitering,6.1681,103.6812,84.93,2026-04-12T15:54:22.000Z,2026-04-16T04:50:01.000Z,speed:0.1kt,,
Keyfield Helms 1,533132471,MYS,2026-04-12,loitering,6.1681,103.6812,84.93,2026-04-12T15:54:22.000Z,2026-04-16T04:50:01.000Z,Loitering (average speed: 0.1 kt),9a68f80ea831c260766ef243aa0418c6,0.05755422519736307
Keyfield Harmony,533180719,MYS,2026-04-12,loitering,5.1369,111.799,19.31,2026-04-12T20:11:52.000Z,2026-04-13T15:30:31.000Z,Loitering (average speed: 0.3 kt),4ff5b8732f0262be28acf84f4419c4e1,0.27437759615167007
Keyfield Amanah,533048700,MYS,2026-04-12,port_visit,4.4446,113.8992,10.99,2026-04-12T21:32:51.000Z,2026-04-13T08:32:07.000Z,Port Visit: Unknown Port (N/A),f4da6a3506467eb62ce3144576e659ad,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-13,loitering,26.5612,51.9857,2.77,2026-04-13T04:13:07.000Z,2026-04-13T06:59:37.000Z,Loitering (average speed: 1.3 kt),0ee0ce64a13c3bf78419b971239fa4a3,1.278942871181889
Keyfield Kindness,533132143,MYS,2026-04-13,loitering,26.5612,51.9857,2.77,2026-04-13T04:13:07.000Z,2026-04-13T06:59:37.000Z,speed:1.3kt,,
Keyfield Kindness,533132143,MYS,2026-04-13,port_visit,26.5844,51.9237,6.27,2026-04-13T08:57:48.000Z,2026-04-13T15:13:57.000Z,Port Visit: Unknown Port (N/A),1867bedbbcbbb97ed2a06c4139f09b1f,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-13,port_visit,26.5844,51.9237,6.27,2026-04-13T08:57:48.000Z,2026-04-13T15:13:57.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-13,loitering,26.6006,51.9476,5.3,2026-04-13T08:58:21.000Z,2026-04-13T14:16:04.000Z,speed:0.5kt,,
Keyfield Kindness,533132143,MYS,2026-04-13,loitering,26.6006,51.9476,5.3,2026-04-13T08:58:21.000Z,2026-04-13T14:16:04.000Z,Loitering (average speed: 0.5 kt),8b61ddad45729c21627e0a0d03e28ee0,0.5210112547731264
Keyfield Harmony,533180719,MYS,2026-04-13,loitering,5.1339,111.8161,25.05,2026-04-13T16:48:34.000Z,2026-04-14T17:51:22.000Z,Loitering (average speed: 0.6 kt),6c34c17a2cb4ecb103817de4eb2cd2ad,0.6106642138286456
Keyfield Amanah,533048700,MYS,2026-04-13,loitering,4.9175,112.535,1166.24,2026-04-13T20:01:11.000Z,2026-06-01T10:15:21.000Z,Loitering (average speed: 0.0 kt),c8b510561ce69d68a8587a01658510cd,0.010298386309509704
Keyfield Kindness,533132143,MYS,2026-04-13,port_visit,25.9107,51.759,45.81,2026-04-13T20:30:43.000Z,2026-04-15T18:19:36.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-13,port_visit,25.9107,51.759,45.81,2026-04-13T20:30:43.000Z,2026-04-15T18:19:36.000Z,Port Visit: Unknown Port (N/A),cf07278dae8781479e75d66df69910a3,Unknown Port
M.V. Laguna Setia 2,533131104,MYS,2026-04-13,port_visit,5.8947,102.4857,36.71,2026-04-13T23:31:36.000Z,2026-04-15T12:14:19.000Z,Port Visit: Unknown Port (N/A),3343dad591b1c45dc7b62984fa569c2f,Unknown Port
M.V. Laguna Setia 2,533131104,MYS,2026-04-13,port_visit,5.8947,102.4857,36.71,2026-04-13T23:31:36.000Z,2026-04-15T12:14:19.000Z,Unknown Port,,
Keyfield Commander,533003510,MYS,2026-04-14,loitering,8.7492,101.6667,44.05,2026-04-14T08:36:51.000Z,2026-04-16T04:39:55.000Z,speed:0.3kt,,
Keyfield Commander,533003510,MYS,2026-04-14,loitering,8.7492,101.6667,44.05,2026-04-14T08:36:51.000Z,2026-04-16T04:39:55.000Z,Loitering (average speed: 0.3 kt),a16a514b19b7de160b87fffd66cfe8a4,0.3009566979019481
Keyfield Harmony,533180719,MYS,2026-04-14,loitering,5.131,111.8088,47.77,2026-04-14T18:40:51.000Z,2026-04-16T18:27:08.000Z,Loitering (average speed: 0.4 kt),7ac52f92826b184475902987b6f40eb6,0.3535664481084923
Daya Ceria,533132679,MYS,2026-04-15,loitering,7.3943,103.4334,3.68,2026-04-15T08:10:52.000Z,2026-04-15T11:51:23.000Z,speed:0.7kt,,
Daya Ceria,533132679,MYS,2026-04-15,loitering,7.3943,103.4334,3.68,2026-04-15T08:10:52.000Z,2026-04-15T11:51:23.000Z,Loitering (average speed: 0.7 kt),b2a598a1bb41b7b572681463b3d64b47,0.7461676623907012
M.V. Laguna Setia 1,533130572,MYS,2026-04-15,port_visit,3.243,112.9987,268.51,2026-04-15T09:07:52.000Z,2026-04-26T13:38:20.000Z,Port Visit: Unknown Port (N/A),0b545702be05eb6c0151c75a31fef86a,Unknown Port
M.V. Laguna Setia 1,533130572,MYS,2026-04-15,port_visit,3.243,112.9987,268.51,2026-04-15T09:07:52.000Z,2026-04-26T13:38:20.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-04-15,loitering,7.4172,103.4429,34.71,2026-04-15T12:50:56.000Z,2026-04-16T23:33:30.000Z,speed:0.6kt,,
Daya Ceria,533132679,MYS,2026-04-15,loitering,7.4172,103.4429,34.71,2026-04-15T12:50:56.000Z,2026-04-16T23:33:30.000Z,Loitering (average speed: 0.6 kt),44788cae5d46c3c38c4eb5e013ba293b,0.5649726019745784
Keyfield Kindness,533132143,MYS,2026-04-15,loitering,26.4009,51.867,1.01,2026-04-15T23:59:25.000Z,2026-04-16T00:59:54.000Z,speed:1.6kt,,
Keyfield Kindness,533132143,MYS,2026-04-15,loitering,26.4009,51.867,1.01,2026-04-15T23:59:25.000Z,2026-04-16T00:59:54.000Z,Loitering (average speed: 1.6 kt),c943e8341a6357dc0b0bbb26a9c4725d,1.558035291043796
Keyfield Kindness,533132143,MYS,2026-04-16,loitering,26.6278,51.8837,4.46,2026-04-16T02:59:09.000Z,2026-04-16T07:26:35.000Z,speed:1.4kt,,
Keyfield Kindness,533132143,MYS,2026-04-16,loitering,26.6278,51.8837,4.46,2026-04-16T02:59:09.000Z,2026-04-16T07:26:35.000Z,Loitering (average speed: 1.4 kt),fcfaa0c154a4749445f592b6fe2bf820,1.4161094152046991
M.V. Laguna Setia 2,533131104,MYS,2026-04-16,loitering,6.9758,104.1708,1291.06,2026-04-16T04:20:20.000Z,2026-06-08T23:23:59.000Z,Loitering (average speed: 0.0 kt),54d555820bfac487c3fb9151903a7902,0.023154558783032488
M.V. Laguna Setia 2,533131104,MYS,2026-04-16,loitering,6.9758,104.1708,1026.76,2026-04-16T04:20:20.000Z,2026-05-28T23:05:44.000Z,speed:0.0kt,,
Keyfield Kindness,533132143,MYS,2026-04-16,loitering,26.6558,51.8562,5.21,2026-04-16T10:47:04.000Z,2026-04-16T15:59:27.000Z,Loitering (average speed: 1.4 kt),a9a823f391d6e00cc9c1ec6a056f4a05,1.4017043103869204
Keyfield Kindness,533132143,MYS,2026-04-16,loitering,26.6558,51.8562,5.21,2026-04-16T10:47:04.000Z,2026-04-16T15:59:27.000Z,speed:1.4kt,,
Keyfield Kindness,533132143,MYS,2026-04-16,port_visit,26.6409,51.8973,2.79,2026-04-16T13:07:59.000Z,2026-04-16T15:55:20.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-16,port_visit,26.6409,51.8973,2.79,2026-04-16T13:07:59.000Z,2026-04-16T15:55:20.000Z,Port Visit: Unknown Port (N/A),333628dc05c38158832ad6f557a3249f,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-16,loitering,26.6099,51.8918,4.95,2026-04-16T17:01:13.000Z,2026-04-16T21:58:09.000Z,Loitering (average speed: 1.1 kt),cbacf7caa4c4bba54c9bf42c6adf8e0c,1.1014763629238875
Keyfield Kindness,533132143,MYS,2026-04-16,loitering,26.6099,51.8918,4.95,2026-04-16T17:01:13.000Z,2026-04-16T21:58:09.000Z,speed:1.1kt,,
Keyfield Commander,533003510,MYS,2026-04-16,loitering,9.6625,101.1992,1.05,2026-04-16T17:27:58.000Z,2026-04-16T18:30:56.000Z,Loitering (average speed: 1.6 kt),e28dc8c7d12e55156b4cf716e8e8a01d,1.5600055254156389
Keyfield Commander,533003510,MYS,2026-04-16,loitering,9.6625,101.1992,1.05,2026-04-16T17:27:58.000Z,2026-04-16T18:30:56.000Z,speed:1.6kt,,
Keyfield Commander,533003510,MYS,2026-04-16,loitering,9.694,101.2847,132.23,2026-04-16T19:56:25.000Z,2026-04-22T08:10:08.000Z,Loitering (average speed: 0.1 kt),fb07b5faeb2edc900fed4a26ffe18530,0.13094885102389187
Keyfield Commander,533003510,MYS,2026-04-16,loitering,9.694,101.2847,132.23,2026-04-16T19:56:25.000Z,2026-04-22T08:10:08.000Z,speed:0.1kt,,
